discount,conversion,source,total_pages_visited,visit_duration,country
no,no,search,4,235.2562207403152,uk
no,no,search,3,178.34072609662985,uk
no,no,search,1,59.81068766619852,uk
no,no,search,4,240.44012081270054,germany
no,no,search,3,180.74243958445973,germany
no,no,search,5,294.51336122607756,france
no,no,search,3,182.281911388278,ireland
no,no,search,7,424.4383889510782,france
no,no,search,6,364.74577261401646,ireland
no,no,search,3,179.22168020997327,uk
no,no,search,7,417.48140834607455,germany
no,no,search,7,425.1471790109389,france
no,no,search,1,61.90653907359812,germany
no,no,search,1,59.512904352157754,ireland
no,no,search,5,301.291100680059,uk
no,no,search,3,182.35692437159508,ireland
no,no,search,2,119.25016200900392,ireland
no,no,search,1,59.78939428978458,ireland
no,no,search,5,304.98374927826524,germany
no,no,search,4,231.2589844799862,uk
no,no,search,3,175.41497242806716,germany
no,no,search,5,294.236333625073,uk
no,no,search,5,305.1896205840497,france
no,no,search,1,60.664238719450374,uk
no,no,search,2,121.58081466441313,france
no,no,search,4,235.74009954752418,germany
no,no,search,7,416.51642667160223,uk
no,no,search,2,120.94673136214612,germany
no,no,search,4,239.10343310600823,france
no,no,search,5,309.5689151592875,uk
no,no,search,1,59.88694192229601,germany
no,no,search,1,60.19933315585145,uk
no,no,search,5,305.7615991419282,uk
no,no,search,6,367.95706787643604,germany
no,no,search,10,594.9346641548428,uk
no,no,search,4,243.17335758248728,uk
no,no,search,8,485.4124112852805,germany
no,no,search,2,117.3236703806754,uk
no,no,search,8,475.3873435251215,ireland
no,no,search,4,238.41865299346603,uk
no,no,search,2,119.21852721663755,germany
no,no,search,3,178.35096876304414,uk
no,no,search,6,362.5909112081053,germany
no,no,search,3,182.55806454052166,uk
no,no,search,9,533.9817464596733,uk
no,no,search,1,60.94685248442626,ireland
no,no,search,5,302.03687255401275,germany
no,no,search,3,175.35604626062886,uk
no,no,search,3,177.32156787506227,germany
no,no,search,3,181.6500258162682,uk
no,no,search,5,299.3661409959834,uk
no,no,search,1,62.00357699847112,uk
no,no,search,6,361.1660516914976,germany
no,no,search,4,233.53271119478978,ireland
no,no,search,2,124.91666947494852,uk
no,no,search,7,418.288146927402,uk
no,no,search,5,300.4437576969451,france
no,no,search,5,301.47919967874554,uk
no,no,search,2,120.23072464677888,uk
no,no,search,2,121.13143981039732,ireland
no,no,search,7,426.6463892873687,germany
no,no,search,3,175.34661449580625,uk
no,no,search,5,307.0572114471112,france
no,no,search,3,179.99471836182764,uk
no,no,search,5,301.7050183501288,germany
no,no,search,5,301.97029289493264,uk
no,no,search,4,235.04528152251956,uk
no,no,search,4,238.6022475371718,france
no,no,search,1,59.871176609085474,germany
no,no,search,2,120.30393836144773,uk
no,no,search,6,358.41395191507536,france
no,no,search,1,59.51249434388382,uk
no,no,search,8,486.37842682058266,uk
no,no,search,5,302.7516171982378,ireland
no,no,search,3,178.6553652108587,ireland
no,no,search,2,123.70664593899035,ireland
no,no,search,4,236.02098663231445,uk
no,no,search,5,302.0556760038965,uk
no,no,search,4,235.2458478708141,germany
no,no,search,4,242.03971705846195,france
no,no,search,3,174.03799494273323,germany
no,no,search,5,291.91594860061343,germany
no,no,search,3,181.04319754296873,germany
no,no,search,6,361.81839781755446,uk
no,no,search,7,425.69073868544166,france
no,no,search,1,60.61834798404859,uk
no,no,search,5,305.11808907201504,uk
no,no,search,6,361.7136648326003,uk
no,no,search,5,291.29405560540283,uk
no,no,search,5,298.721965611692,uk
no,no,search,5,303.7319719558662,france
no,no,search,3,180.65482362232174,germany
no,no,search,3,177.61758839071385,france
no,no,search,4,239.3080094176597,france
no,no,search,1,58.868620584833955,uk
no,no,search,5,302.10613491753367,uk
no,no,search,8,469.90493711428024,germany
no,no,search,5,297.29715493402557,germany
no,no,search,2,118.58904030861204,uk
no,no,search,1,63.98277824285546,uk
no,no,search,4,248.47017948764076,uk
no,no,search,7,413.8130758625604,france
no,no,search,7,419.9447657704042,uk
no,no,search,1,58.283364566412025,uk
no,no,search,3,187.07161175091977,ireland
no,no,search,1,60.63649589739766,germany
no,no,search,8,479.21849279301193,germany
no,no,search,6,360.8369743065273,france
no,no,search,1,60.209056208752074,germany
no,no,search,1,58.12511060336625,uk
no,no,search,4,243.63462305542186,uk
no,no,search,3,181.20898665460462,ireland
no,no,search,6,354.2165388015957,germany
no,no,search,1,59.59375979845902,germany
no,no,search,5,299.87483933487914,uk
no,no,search,1,59.48935633094291,uk
no,no,search,4,239.6282503691493,ireland
no,no,search,3,179.29976284156535,ireland
no,no,search,6,358.3399709665203,ireland
no,no,search,5,299.1696457782932,ireland
no,no,search,5,296.4300284072814,france
no,no,search,4,231.8170652696464,ireland
no,no,search,4,240.95130443345994,france
no,no,search,3,179.69906562202084,germany
no,no,search,1,60.548528320529265,germany
no,no,search,4,236.45126448313573,france
no,no,search,6,365.08537106968436,uk
no,no,search,4,236.7645855920304,uk
no,no,search,5,295.922191639396,ireland
no,no,search,4,241.956017976101,france
no,no,search,4,238.92591302569247,germany
no,no,search,3,177.3291945992578,uk
no,no,search,1,60.95073203569731,uk
no,no,search,5,304.8541945544862,germany
no,no,search,4,239.48102137284016,ireland
no,no,search,2,121.00519535504526,uk
no,no,search,3,182.11726288018298,france
no,no,search,5,298.17239063947,uk
no,no,search,5,298.460478904097,ireland
no,no,search,3,183.5237287745857,germany
no,no,search,3,180.79444584857887,france
no,no,search,3,182.1356945382562,ireland
no,no,search,7,420.4705709349363,germany
no,no,search,5,304.43230711745036,uk
no,no,search,2,122.05289450938588,germany
no,no,search,3,181.36203066738463,germany
no,no,search,3,183.13403737775423,uk
no,no,search,2,122.50214869089072,uk
no,no,search,8,472.00323799193393,germany
no,no,search,2,119.22382129977375,germany
no,no,search,1,60.597614194464455,germany
no,no,search,5,292.87027763030517,germany
no,no,search,2,118.08937494000536,uk
no,no,search,1,61.5107420596402,uk
no,no,search,6,371.68711865962734,france
no,no,search,3,182.43704510236682,uk
no,no,search,4,237.84905736993787,uk
no,no,search,4,247.4081192954962,uk
no,no,search,2,118.7287654899045,uk
no,no,search,1,59.43037650730903,germany
no,no,search,6,355.72779890754464,ireland
no,no,search,4,235.83715060994373,uk
no,no,search,4,239.3502240834837,germany
no,no,search,5,304.202114317995,uk
no,no,search,2,119.19070817001722,uk
no,no,search,1,60.55731011633654,uk
no,no,search,4,236.00309231451345,germany
no,no,search,2,120.05317112826938,france
no,no,search,2,120.58340613938803,uk
no,no,search,8,472.69635451542183,uk
no,no,search,2,118.8669163904042,france
no,no,search,3,175.3300658206996,france
no,no,search,4,241.09084683047655,uk
no,no,search,2,116.14213725894174,germany
no,no,search,5,301.10521509025494,germany
no,no,search,2,118.03030140041372,ireland
no,no,search,4,238.3684257533075,uk
no,no,search,3,177.85700906400152,germany
no,no,search,4,241.5596419167346,france
no,no,search,4,238.07657749443516,uk
no,no,search,3,182.96069906852657,uk
no,no,search,3,179.6763494912384,uk
no,no,search,7,417.7204208843385,uk
no,no,search,4,240.80437317583946,germany
no,no,search,4,243.16023830546288,germany
no,no,search,5,303.02891196285964,uk
no,no,search,1,58.9332932221384,germany
no,no,search,5,290.8769248471388,uk
no,no,search,4,242.80990224300785,ireland
no,no,search,5,307.8780874305135,germany
no,no,search,3,179.19268154485215,uk
no,no,search,2,116.31661343889775,germany
no,no,search,5,294.09634923268493,ireland
no,no,search,4,239.60624708027183,germany
no,no,search,4,240.5007741772347,ireland
no,no,search,5,305.9840036419841,uk
no,no,search,2,120.8023772879857,germany
no,no,search,4,238.20756340461801,uk
no,no,search,2,121.46857776752975,uk
no,no,search,4,238.676046246678,uk
no,no,search,2,121.53390814138042,uk
no,no,search,4,238.42696854681353,uk
no,no,search,6,362.34662743889436,uk
no,no,search,4,239.31482387807455,uk
no,no,search,5,293.65966187132835,germany
no,no,search,4,241.0052840072204,germany
no,no,search,8,476.4983393749266,uk
no,no,search,2,116.27649945312372,france
no,no,search,3,181.26958432194425,germany
no,no,search,4,240.42574415638524,ireland
no,no,search,5,300.18264591796435,ireland
no,no,search,3,177.18165918295625,ireland
no,no,search,6,362.40637070383696,germany
no,no,search,7,420.58685417771056,germany
no,no,search,7,413.38495163221216,uk
no,no,search,3,179.04519024866823,france
no,no,search,4,244.97738589043243,uk
no,no,search,4,242.02836419773254,france
no,no,search,6,368.06468721112475,ireland
no,no,search,1,59.79232089122452,ireland
no,no,search,4,235.08049224607748,uk
no,no,search,3,183.49446130433412,france
no,no,search,5,305.79441875040783,uk
no,no,search,2,122.83058057914046,france
no,no,search,2,119.1580695176537,uk
no,no,search,7,422.8383283102002,france
no,no,search,4,234.19320773665814,uk
no,no,search,4,241.9952546079318,uk
no,no,search,4,235.2305738140963,germany
no,no,search,4,243.35835864641638,france
no,no,search,4,244.1321667127858,germany
no,no,search,4,240.29306452087624,uk
no,no,search,2,116.55301715319386,uk
no,no,search,3,181.0790002503454,germany
no,no,search,5,304.97660835820915,germany
no,no,search,4,241.28483672005083,uk
no,no,search,5,303.5230361465975,germany
no,no,search,7,423.64054612068423,france
no,no,search,4,239.10952020869217,uk
no,no,search,5,300.1217333387841,germany
no,no,search,2,120.68180867335212,france
no,no,search,5,293.33504808649093,uk
no,no,search,5,300.0784869769351,germany
no,no,search,2,118.50088082415574,france
no,no,search,3,172.4730841326032,uk
no,no,search,4,242.78119914561782,ireland
no,no,search,4,241.89554140734933,ireland
no,no,search,4,244.04292307353313,ireland
no,no,search,3,181.53920538522226,uk
no,no,search,3,183.08816433507678,france
no,no,search,5,299.78303477131703,uk
no,no,search,4,242.41647338261893,france
no,no,search,2,122.91796901209557,germany
no,no,search,8,471.80753161872866,france
no,no,search,4,240.89409367797393,germany
no,no,search,2,118.30259880299607,france
no,no,search,2,121.73305436967551,ireland
no,no,search,5,307.4250105450136,uk
no,no,search,2,117.3426242257625,uk
no,no,search,2,120.74326829044651,germany
no,no,search,3,180.5164522956533,uk
no,no,search,5,306.6895325656866,germany
no,no,search,1,60.125277838164926,germany
no,no,search,2,122.15096145936698,uk
no,no,search,3,180.5849174855887,uk
no,no,search,5,306.8043636753255,france
no,no,search,3,177.5646552686808,uk
no,no,search,2,115.9980743929239,germany
no,no,search,3,177.91030817950752,france
no,no,search,4,249.57283949134953,germany
no,no,search,4,239.45971499753654,uk
no,no,search,7,425.51835808738895,germany
no,no,search,2,118.99269571265454,germany
no,no,search,3,178.12779929916218,france
no,no,search,3,175.0349929216005,uk
no,no,search,4,243.38162765857922,germany
no,no,search,1,61.12287343712857,ireland
no,no,search,7,428.2280775221514,uk
no,no,search,5,299.9798244654135,uk
no,no,search,9,544.3667864715992,uk
no,no,search,6,360.46366491550054,germany
no,no,search,10,601.5257479852809,ireland
no,no,search,3,181.758839567773,uk
no,no,search,3,176.64799534819022,germany
no,no,search,5,300.86288723880966,ireland
no,no,search,2,119.08226058795223,germany
no,no,search,4,237.68926973206968,ireland
no,no,search,5,308.9775526609426,ireland
no,no,search,2,121.0573320040977,uk
no,no,search,5,297.97608248644843,germany
no,no,search,4,238.54212514490175,germany
no,no,search,7,422.0004370795741,france
no,no,search,3,182.16948124312924,uk
no,no,search,4,246.35453102132203,germany
no,no,search,1,60.54194404197247,france
no,no,search,4,240.57579229710538,germany
no,no,search,4,238.44760886900815,uk
no,no,search,7,417.61408022303567,uk
no,no,search,5,302.9724034192383,uk
no,no,search,4,244.77651896768216,france
no,no,search,2,118.99358956981722,uk
no,no,search,5,300.56147075930704,france
no,no,search,3,176.1134226003904,germany
no,no,search,5,299.34382425755115,ireland
no,no,search,2,122.43380943342336,france
no,no,search,4,237.29661899888578,france
no,no,search,1,60.16031147127912,germany
no,no,search,3,182.2979951801205,uk
no,no,search,2,119.65492943337887,ireland
no,no,search,3,177.99739086065938,uk
no,no,search,4,236.1475904081929,uk
no,no,search,1,60.79674988743763,ireland
no,no,search,4,242.34062422292368,uk
no,no,search,7,433.914683556379,france
no,no,search,2,122.94561802047917,uk
no,no,search,1,59.718396375232494,germany
no,no,search,3,182.41594821188858,germany
no,no,search,3,178.11763988992465,uk
no,no,search,4,241.92075209618505,uk
no,no,search,3,176.4557171185344,uk
no,no,search,5,303.2590795109977,uk
no,no,search,6,346.52198135589964,uk
no,no,search,3,175.9991776769847,uk
no,no,search,4,248.47425944154375,france
no,no,search,3,179.15839688712765,germany
no,no,search,6,359.83505311513125,germany
no,no,search,2,118.73142065804446,germany
no,no,search,3,178.53894812928633,ireland
no,no,search,5,295.49575945164236,uk
no,no,search,8,485.94738346161745,uk
no,no,search,2,119.62955664003317,ireland
no,no,search,5,295.6560198429582,germany
no,no,search,1,58.77943585490665,france
no,no,search,5,302.2637220342035,ireland
no,no,search,7,429.2330383111497,uk
no,no,search,6,367.4626361013345,germany
no,no,search,2,121.59524582868491,uk
no,no,search,1,57.808313394657574,uk
no,no,search,4,242.1484832348938,france
no,no,search,4,238.69128535133342,uk
no,no,search,6,352.45652061911517,uk
no,no,search,4,236.62346173774097,germany
no,no,search,5,301.20953065206317,uk
no,no,search,2,121.76450736579518,germany
no,no,search,3,187.42310860399078,ireland
no,no,search,4,244.0901597619274,uk
no,no,search,7,429.32470024156595,uk
no,no,search,2,117.37626561451589,germany
no,no,search,3,177.96441183836166,ireland
no,no,search,4,244.4806181943618,germany
no,no,search,1,61.21359713029388,germany
no,no,search,1,60.755526500605654,uk
no,no,search,5,298.69829760838053,france
no,no,search,4,233.5838121194232,uk
no,no,search,5,304.01280192726966,ireland
no,no,search,3,180.65735087953578,germany
no,no,search,6,352.0209841218592,germany
no,no,search,6,369.01472395341847,uk
no,no,search,2,118.03678409760731,ireland
no,no,search,1,60.56218670413027,germany
no,no,search,3,180.38855850504447,france
no,no,search,4,233.81822362603614,ireland
no,no,search,10,585.4771679717534,uk
no,no,search,3,181.55050474945082,uk
no,no,search,3,174.0740083509387,uk
no,no,search,6,360.0701797496088,france
no,no,search,6,371.1366269409723,uk
no,no,search,1,57.865958466516915,ireland
no,no,search,4,241.31641671500876,germany
no,no,search,3,179.77113662615946,uk
no,no,search,3,181.21312868044777,uk
no,no,search,5,297.13104849939157,uk
no,no,search,1,59.69275107721091,germany
no,no,search,5,293.9393531905335,germany
no,no,search,2,121.37669813261219,ireland
no,no,search,5,290.88403481947586,germany
no,no,search,1,58.925528478097625,uk
no,no,search,4,246.0275006347006,uk
no,no,search,2,121.89771500795601,ireland
no,no,search,1,60.35732563347285,ireland
no,no,search,5,297.0178836662768,ireland
no,no,search,6,364.7363601695992,germany
no,no,search,5,301.43148894326634,germany
no,no,search,4,246.02080159242956,germany
no,no,search,4,237.14924015485917,germany
no,no,search,1,60.81935683154995,germany
no,no,search,3,177.485524064263,germany
no,no,search,3,176.90405806138705,germany
no,no,search,5,297.45077325140124,uk
no,no,search,6,365.88535106236094,uk
no,no,search,2,120.4726150573641,germany
no,no,search,5,295.0624942244139,germany
no,no,search,3,176.8923880101293,france
no,no,search,3,182.43486997057698,ireland
no,no,search,3,175.87726230214662,uk
no,no,search,6,352.2057434306831,germany
no,no,search,8,473.72748332336806,uk
no,no,search,3,177.87398808068804,uk
no,no,search,6,364.6974527406029,france
no,no,search,5,298.0994279332751,germany
no,no,search,2,120.30905112848748,uk
no,no,search,6,350.7217144273531,uk
no,no,search,5,299.6797904872695,germany
no,no,search,5,302.06897468762486,france
no,no,search,2,119.19830865593268,uk
no,no,search,3,186.8223864311445,ireland
no,no,search,3,183.57830239992794,germany
no,no,search,6,352.11435846813373,uk
no,no,search,5,301.31786969499615,france
no,no,search,7,433.1900497143992,ireland
no,no,search,1,60.56447491874228,uk
no,no,search,2,120.8272744632664,france
no,no,search,4,241.15019075692214,germany
no,no,search,3,176.81133635683523,uk
no,no,search,3,177.53478863009218,germany
no,no,search,6,361.8733305876091,uk
no,no,search,3,181.84376446937722,germany
no,no,search,2,116.48807220366058,france
no,no,search,1,58.802043234633295,uk
no,no,search,1,61.648938574812185,uk
no,no,search,4,240.20872067943313,germany
no,no,search,3,173.84153476189368,uk
no,no,search,2,119.67510503045399,france
no,no,search,6,366.3323114363554,uk
no,no,search,8,485.59385805630126,uk
no,no,search,1,61.16443056428878,ireland
no,no,search,4,236.9699914373586,france
no,no,search,3,188.93700096772716,germany
no,no,search,2,119.21892057589142,germany
no,no,search,6,367.0790183218772,uk
no,no,search,5,309.2993685255449,france
no,no,search,4,239.95247402776587,germany
no,no,search,4,240.46497002186197,germany
no,no,search,5,295.35415177566153,uk
no,no,search,6,357.99972185310685,germany
no,no,search,7,414.6713830362329,germany
no,no,search,7,422.3444294931236,uk
no,no,search,6,357.0669890260957,germany
no,no,search,2,114.69518982802575,uk
no,no,search,5,289.2128562792595,france
no,no,search,5,285.95459158851304,france
no,no,search,5,300.8641980348689,germany
no,no,search,2,123.80144564876787,uk
no,no,search,2,123.70855211782225,france
no,no,search,4,241.0084666254969,france
no,no,search,6,347.5906111270619,ireland
no,no,search,6,365.8583318115872,france
no,no,search,5,305.6517441960644,ireland
no,no,search,6,360.78356286880785,uk
no,no,search,5,302.7657418930791,uk
no,no,search,2,119.92540314518881,france
no,no,search,4,241.1105899160817,germany
no,no,search,3,176.89315760521245,uk
no,no,search,2,119.3271506630939,france
no,no,search,1,60.47132334922489,ireland
no,no,search,4,240.25603384355793,germany
no,no,search,5,303.93138029752515,germany
no,no,search,7,412.83133945071535,france
no,no,search,5,295.25059293107495,france
no,no,search,3,175.72500169790376,germany
no,no,search,5,306.6146245904477,uk
no,no,search,1,62.0588383160114,germany
no,no,search,4,239.0178513387168,uk
no,no,search,8,473.8735571235093,uk
no,no,search,4,234.43854551716362,germany
no,no,search,3,181.5515397554455,uk
no,no,search,3,185.4494362476063,uk
no,no,search,6,356.38011799667316,france
no,no,search,2,120.853401679005,france
no,no,search,5,300.7844926458876,uk
no,no,search,3,173.9963617350069,germany
no,no,search,8,485.5743538729653,france
no,no,search,9,538.962227866352,germany
no,no,search,4,239.32116509102883,uk
no,no,search,4,229.70338743345866,uk
no,no,search,3,178.52995570112796,uk
no,no,search,3,179.17797698908106,germany
no,no,search,8,490.87045032906946,france
no,no,search,4,236.06197760589663,germany
no,no,search,9,530.9584633806707,germany
no,no,search,3,179.33513428808442,germany
no,no,search,4,243.98871669629125,france
no,no,search,7,409.4118437772081,ireland
no,no,search,4,243.4440968867444,uk
no,no,search,6,354.62025032333054,france
no,no,search,5,303.45835794429246,uk
no,no,search,1,59.44860567836805,ireland
no,no,search,3,178.21896093277172,france
no,no,search,3,179.56308504380266,uk
no,no,search,5,286.71161334419605,germany
no,no,search,1,58.56685711245273,france
no,no,search,2,121.18939457689636,uk
no,no,search,4,232.91008751591008,uk
no,no,search,3,184.86816066477877,uk
no,no,search,4,243.4869633493765,germany
no,no,search,6,364.4555209574703,germany
no,no,search,6,360.26553093107026,uk
no,no,search,2,121.58196803666281,uk
no,no,search,2,122.85986430005407,germany
no,no,search,6,360.83564676851154,ireland
no,no,search,2,118.1136694732251,uk
no,no,search,5,294.25816814930005,germany
no,no,search,3,178.33900891916966,france
no,no,search,7,419.5438869554296,france
no,no,search,1,59.69564325545398,germany
no,no,search,9,553.820128552025,uk
no,no,search,6,366.0480471373653,france
no,no,search,3,186.58952412743255,uk
no,no,search,3,179.51493920126418,uk
no,no,search,5,296.53603816420764,france
no,no,search,1,60.35846750190723,ireland
no,no,search,7,424.13465538973855,ireland
no,no,search,3,181.51920243191233,france
no,no,search,4,240.32871555769137,france
no,no,search,5,302.7924187435392,ireland
no,no,search,3,184.02663881927023,germany
no,no,search,7,422.30996354002855,uk
no,no,search,2,115.56239588198218,germany
no,no,search,7,414.62536447979363,germany
no,no,search,7,418.47875871172363,germany
no,no,search,5,301.42294922036564,uk
no,no,search,10,610.4410710857012,uk
no,no,search,5,301.02139300970896,germany
no,no,search,2,119.00074560543301,germany
no,no,search,5,287.01681850942896,uk
no,no,search,4,248.25681564371754,france
no,no,search,9,545.8933188828835,france
no,no,search,1,60.69878413637176,germany
no,no,search,2,119.58823198069864,uk
no,no,search,4,242.50405421509558,ireland
no,no,search,5,299.7105755196845,france
no,no,search,3,179.75601060939212,ireland
no,no,search,3,182.08114017851406,uk
no,no,search,4,237.37566555091857,uk
no,no,search,7,423.20187852566403,uk
no,no,search,11,659.763068735846,germany
no,no,search,8,474.40108067077693,germany
no,no,search,1,59.53113886141111,germany
no,no,search,1,60.696439436629994,germany
no,no,search,5,300.9945423670259,uk
no,no,search,1,60.26323094729123,germany
no,no,search,8,486.0810522788142,uk
no,no,search,3,180.97206629112213,france
no,no,search,3,175.93878749550487,germany
no,no,search,4,240.93519498549702,france
no,no,search,2,120.15561592296577,uk
no,no,search,2,122.61659053305016,uk
no,no,search,4,241.07200422826912,germany
no,no,search,3,180.0861929812215,germany
no,no,search,7,426.97622031129697,uk
no,no,search,3,180.3837558846683,uk
no,no,search,3,175.17594217308366,uk
no,no,search,9,524.7271424444045,uk
no,no,search,2,120.29989490291153,uk
no,no,search,2,123.6733219605772,france
no,no,search,4,232.7325884023995,uk
no,no,search,3,175.60332649409125,germany
no,no,search,1,59.21582453697219,germany
no,no,search,3,182.25563621495363,germany
no,no,search,1,58.64186248226377,uk
no,no,search,6,356.06741600826183,ireland
no,no,search,6,359.5186161664058,germany
no,no,search,3,176.18314369740222,france
no,no,search,5,302.1229254976141,france
no,no,search,2,122.44333188317155,france
no,no,search,1,61.51214393441265,germany
no,no,search,6,357.8408967625253,germany
no,no,search,5,300.2162638689956,uk
no,no,search,7,425.616979662026,uk
no,no,search,1,60.646401500813084,uk
no,no,search,1,60.9906779969927,ireland
no,no,search,3,175.44436010248126,ireland
no,no,search,3,183.8481621290262,germany
no,no,search,4,243.4024527869494,germany
no,no,search,4,239.60776546384747,germany
no,no,search,1,60.459103830879926,germany
no,no,search,4,240.95791857517344,france
no,no,search,7,421.22162543603287,uk
no,no,search,3,180.52400620509775,uk
no,no,search,6,355.0940410863752,uk
no,no,search,2,121.60169626796812,france
no,no,search,3,180.44741526174798,uk
no,no,search,6,356.7350678655572,uk
no,no,search,6,342.7011678448465,germany
no,no,search,3,179.92069739348847,germany
no,no,search,4,240.67887117168306,ireland
no,no,search,4,245.33616687015618,ireland
no,no,search,5,291.7951404249577,ireland
no,no,search,2,119.5431339555367,germany
no,no,search,5,307.37576199888446,ireland
no,no,search,6,362.2559748875725,uk
no,no,search,2,120.06682033200106,germany
no,no,search,3,181.45766950474243,france
no,no,search,1,60.495749580399256,uk
no,no,search,4,248.42570704988717,uk
no,no,search,9,541.8113796445189,germany
no,no,search,6,363.2871126443321,france
no,no,search,4,234.80049161413515,uk
no,no,search,3,180.7779684606811,germany
no,no,search,5,290.9945944874922,germany
no,no,search,1,60.97884657619371,france
no,no,search,2,120.56864108282838,france
no,no,search,4,242.68475742911878,ireland
no,no,search,6,362.2509972200314,germany
no,no,search,2,119.21850853848308,ireland
no,no,search,8,502.0489629363628,france
no,no,search,8,487.4971825507604,france
no,no,search,7,424.4006815144229,uk
no,no,search,5,300.98645585207055,germany
no,no,search,1,60.996719752116896,uk
no,no,search,3,180.34517059301538,germany
no,no,search,2,121.6690361682803,uk
no,no,search,3,178.23693384984796,uk
no,no,search,4,239.05954331143886,uk
no,no,search,5,298.28449732909985,uk
no,no,search,5,300.6311860022222,germany
no,no,search,7,426.04882038117864,germany
no,no,search,3,172.3690787976143,france
no,no,search,4,235.08197339884305,uk
no,no,search,2,121.41684695361987,germany
no,no,search,5,294.0846304756016,uk
no,no,search,4,241.41237459461863,germany
no,no,search,4,231.94061475075821,uk
no,no,search,2,115.12547961271515,france
no,no,search,7,414.06225057074414,germany
no,no,search,9,532.8727863408849,ireland
no,no,search,9,539.4599006121559,uk
no,no,search,1,59.74150936383361,uk
no,no,search,2,120.38604648355542,uk
no,no,search,5,299.29572559824607,germany
no,no,search,2,121.60354905348238,ireland
no,no,search,1,60.922062024989884,france
no,no,search,1,60.322662898836775,uk
no,no,search,3,178.3133331697916,france
no,no,search,4,241.64862700500822,uk
no,no,search,7,429.3929219008085,france
no,no,search,2,119.31952021800645,uk
no,no,search,6,358.887315472427,ireland
no,no,search,6,360.689306495639,france
no,no,search,1,60.35410045796394,germany
no,no,search,1,59.74174223934586,france
no,no,search,1,60.7294632067127,germany
no,no,search,4,243.8790893334276,germany
no,no,search,4,230.6218119446086,germany
no,no,search,5,298.37899437356543,germany
no,no,search,2,121.25826052470978,france
no,no,search,1,58.820819805799914,germany
no,no,search,5,296.4976104419925,uk
no,no,search,1,60.603088803394485,france
no,no,search,2,118.82559162566241,ireland
no,no,search,4,242.19385416827294,france
no,no,search,1,59.64586729117918,uk
no,no,search,1,59.799989927196286,uk
no,no,search,3,179.50299917343705,france
no,no,search,2,116.27551316320726,france
no,no,search,2,118.89363528103324,germany
no,no,search,3,180.07571639781176,germany
no,no,search,6,360.27735436706325,germany
no,no,search,5,303.3864442042301,uk
no,no,search,3,181.22216072953168,ireland
no,no,search,1,59.42683401965631,germany
no,no,search,4,240.780789007761,germany
no,no,search,2,119.29395482210752,germany
no,no,search,7,418.01824701192857,germany
no,no,search,1,60.35150926683265,uk
no,no,search,8,492.89871440116195,uk
no,no,search,3,176.24867732306814,uk
no,no,search,4,237.28313868185634,uk
no,no,search,2,116.55612261693146,france
no,no,search,5,303.8738961386043,germany
no,no,search,7,418.45594430662834,germany
no,no,search,7,411.5716888763983,germany
no,no,search,4,246.7440602634107,ireland
no,no,search,3,181.00482552579913,uk
no,no,search,8,486.31561416336837,uk
no,no,search,2,120.83119298906827,ireland
no,no,search,3,178.46499177615468,uk
no,no,search,6,361.74584045240334,uk
no,no,search,5,305.49104518906114,germany
no,no,search,1,60.40033761378993,uk
no,no,search,4,236.6840237902881,germany
no,no,search,3,184.0725873880996,uk
no,no,search,3,178.44754402292784,ireland
no,no,search,3,183.0402190680134,france
no,no,search,7,409.5357693311163,uk
no,no,search,3,180.70538314576655,france
no,no,search,7,424.73393167426286,germany
no,no,search,1,59.827964631536204,germany
no,no,search,3,180.06862770874443,germany
no,no,search,3,176.2858227099453,germany
no,no,search,2,120.0042687592805,uk
no,no,search,7,420.05846751566986,france
no,no,search,4,235.82129321943526,france
no,no,search,3,179.00153872380582,germany
no,no,search,8,492.809019569641,france
no,no,search,3,174.08410586502575,france
no,no,search,6,349.5137649708019,uk
no,no,search,3,184.35101941974338,germany
no,no,search,1,59.34804192572885,uk
no,no,search,2,122.6823140812032,uk
no,no,search,1,62.96145408860745,uk
no,no,search,4,241.1901557197383,france
no,no,search,4,234.8926893299926,germany
no,no,search,5,301.7158877628304,france
no,no,search,6,365.8841404106397,uk
no,no,search,7,421.26199945589093,uk
no,no,search,4,242.50875531174603,uk
no,no,search,1,60.86244519957871,uk
no,no,search,3,176.40928119496155,germany
no,no,search,5,298.82287432868804,ireland
no,no,search,7,421.65757520092984,ireland
no,no,search,4,238.9911611076017,france
no,no,search,8,492.1166998302049,france
no,no,search,4,246.84363929389107,germany
no,no,search,4,233.2217112830389,germany
no,no,search,2,118.38284181214473,germany
no,no,search,3,180.5936956081841,ireland
no,no,search,4,240.8929884756764,france
no,no,search,4,241.894934794509,france
no,no,search,2,120.62778477281927,france
no,no,search,3,177.51653731312803,germany
no,no,search,5,296.6437671576725,germany
no,no,search,2,119.25662300278636,germany
no,no,search,2,122.12181846507016,uk
no,no,search,1,60.8919361952704,uk
no,no,search,4,249.69198673267482,france
no,no,search,3,177.67090287083784,uk
no,no,search,1,59.779679915535674,france
no,no,search,5,313.2456010670877,germany
no,no,search,4,239.93766798853528,france
no,no,search,8,492.1111288559404,france
no,no,search,6,361.81799168633154,germany
no,no,search,4,238.56261842553286,uk
no,no,search,5,303.0784217219171,uk
no,no,search,5,304.5186344146318,uk
no,no,search,6,357.6732159633425,uk
no,no,search,5,298.57314920535185,germany
no,no,search,1,59.18497267206457,uk
no,no,search,5,304.23664980985865,france
